"tag" "date" "stage" "origin" "fork_length_mm" "action"
"465" "465" 2022-05-10 "facility" "hatch" NA "tag"
"466" "466" 2022-05-10 "facility" "hatch" NA "tag"
"467" "467" 2022-05-10 "facility" "hatch" NA "tag"
"468" "468" 2022-05-10 "facility" "hatch" NA "tag"
"469" "469" 2022-05-10 "facility" "hatch" NA "tag"
"470" "470" 2022-05-10 "facility" "hatch" NA "tag"
"471" "471" 2022-05-10 "facility" "hatch" NA "tag"
"472" "472" 2022-05-10 "facility" "hatch" NA "tag"
"473" "473" 2022-05-10 "facility" "hatch" NA "tag"
"474" "474" 2022-05-10 "facility" "hatch" NA "tag"
"475" "475" 2022-05-10 "facility" "hatch" NA "tag"
"476" "476" 2022-05-10 "facility" "hatch" NA "tag"
"477" "477" 2022-05-10 "facility" "hatch" NA "tag"
"478" "478" 2022-05-10 "facility" "hatch" NA "tag"
"479" "479" 2022-05-10 "facility" "hatch" NA "tag"
"480" "480" 2022-05-10 "facility" "hatch" NA "tag"
"481" "481" 2022-05-10 "facility" "hatch" NA "tag"
"482" "482" 2022-05-10 "facility" "hatch" NA "tag"
"483" "483" 2022-05-10 "facility" "hatch" NA "tag"
"484" "484" 2022-05-10 "facility" "hatch" NA "tag"
"485" "485" 2022-05-10 "facility" "hatch" NA "tag"
"486" "486" 2022-05-10 "facility" "hatch" NA "tag"
"487" "487" 2022-05-10 "facility" "hatch" NA "tag"
"488" "488" 2022-05-10 "facility" "hatch" NA "tag"
"489" "489" 2022-05-10 "facility" "hatch" NA "tag"
"490" "490" 2022-05-10 "facility" "hatch" NA "tag"
"491" "491" 2022-05-10 "facility" "hatch" NA "tag"
"492" "492" 2022-05-10 "facility" "hatch" NA "tag"
"493" "493" 2022-05-10 "facility" "hatch" NA "tag"
"494" "494" 2022-05-10 "facility" "hatch" NA "tag"
"495" "495" 2022-05-10 "facility" "hatch" NA "tag"
"496" "496" 2022-05-10 "facility" "hatch" NA "tag"
"497" "497" 2022-05-10 "facility" "hatch" NA "tag"
"498" "498" 2022-05-10 "facility" "hatch" NA "tag"
"499" "499" 2022-05-10 "facility" "hatch" NA "tag"
"500" "500" 2022-05-10 "facility" "hatch" NA "tag"
"501" "501" 2022-05-10 "facility" "hatch" NA "tag"
"502" "502" 2022-05-10 "facility" "hatch" NA "tag"
"503" "503" 2022-05-10 "facility" "hatch" NA "tag"
"504" "504" 2022-05-10 "facility" "hatch" NA "tag"
"505" "505" 2022-05-10 "facility" "hatch" NA "tag"
"506" "506" 2022-05-10 "facility" "hatch" NA "tag"
"507" "507" 2022-05-10 "facility" "hatch" NA "tag"
"508" "508" 2022-05-10 "facility" "hatch" NA "tag"
"509" "509" 2022-05-10 "facility" "hatch" NA "tag"
"510" "510" 2022-05-10 "facility" "hatch" NA "tag"
"511" "511" 2022-05-10 "facility" "hatch" NA "tag"
"512" "512" 2022-05-10 "facility" "hatch" NA "tag"
"513" "513" 2022-05-10 "facility" "hatch" NA "tag"
"514" "514" 2022-05-10 "facility" "hatch" NA "tag"
"515" "515" 2022-05-10 "facility" "hatch" NA "tag"
"516" "516" 2022-05-10 "facility" "hatch" NA "tag"
"517" "517" 2022-05-10 "facility" "hatch" NA "tag"
"518" "518" 2022-05-10 "facility" "hatch" NA "tag"
"519" "519" 2022-05-10 "facility" "hatch" NA "tag"
"520" "520" 2022-05-10 "facility" "hatch" NA "tag"
"521" "521" 2022-05-10 "facility" "hatch" NA "tag"
"522" "522" 2022-05-10 "facility" "hatch" NA "tag"
"523" "523" 2022-05-10 "facility" "hatch" NA "tag"
"524" "524" 2022-05-10 "facility" "hatch" NA "tag"
"525" "525" 2022-05-10 "facility" "hatch" NA "tag"
"526" "526" 2022-05-10 "facility" "hatch" NA "tag"
"527" "527" 2022-05-10 "facility" "hatch" NA "tag"
"528" "528" 2022-05-10 "facility" "hatch" NA "tag"
"529" "529" 2022-05-10 "facility" "hatch" NA "tag"
"530" "530" 2022-05-10 "facility" "hatch" NA "tag"
"531" "531" 2022-05-10 "facility" "hatch" NA "tag"
"532" "532" 2022-05-10 "facility" "hatch" NA "tag"
"533" "533" 2022-05-10 "facility" "hatch" NA "tag"
"534" "534" 2022-05-10 "facility" "hatch" NA "tag"
"535" "535" 2022-05-10 "facility" "hatch" NA "tag"
"536" "536" 2022-05-10 "facility" "hatch" NA "tag"
"537" "537" 2022-05-10 "facility" "hatch" NA "tag"
"538" "538" 2022-05-10 "facility" "hatch" NA "tag"
"539" "539" 2022-05-10 "facility" "hatch" NA "tag"
"540" "540" 2022-05-10 "facility" "hatch" NA "tag"
"541" "541" 2022-05-10 "facility" "hatch" NA "tag"
"542" "542" 2022-05-10 "facility" "hatch" NA "tag"
"543" "543" 2022-05-10 "facility" "hatch" NA "tag"
"544" "544" 2022-05-10 "facility" "hatch" NA "tag"
"545" "545" 2022-05-10 "facility" "hatch" NA "tag"
"546" "546" 2022-05-10 "facility" "hatch" NA "tag"
"547" "547" 2022-05-10 "facility" "hatch" NA "tag"
"548" "548" 2022-05-10 "facility" "hatch" NA "tag"
"549" "549" 2022-05-10 "facility" "hatch" NA "tag"
"550" "550" 2022-05-10 "facility" "hatch" NA "tag"
"551" "551" 2022-05-10 "facility" "hatch" NA "tag"
"552" "552" 2022-05-10 "facility" "hatch" NA "tag"
"553" "553" 2022-05-10 "facility" "hatch" NA "tag"
"554" "554" 2022-05-10 "facility" "hatch" NA "tag"
"555" "555" 2022-05-10 "facility" "hatch" NA "tag"
"556" "556" 2022-05-10 "facility" "hatch" NA "tag"
"557" "557" 2022-05-10 "facility" "hatch" NA "tag"
"558" "558" 2022-05-10 "facility" "hatch" NA "tag"
"559" "559" 2022-05-10 "facility" "hatch" NA "tag"
"560" "560" 2022-05-10 "facility" "hatch" NA "tag"
"561" "561" 2022-05-10 "facility" "hatch" NA "tag"
"562" "562" 2022-05-10 "facility" "hatch" NA "tag"
"563" "563" 2022-05-10 "facility" "hatch" NA "tag"
"564" "564" 2022-05-10 "facility" "hatch" NA "tag"
"565" "565" 2022-05-10 "facility" "hatch" NA "tag"
"566" "566" 2022-05-10 "facility" "hatch" NA "tag"
"567" "567" 2022-05-10 "facility" "hatch" NA "tag"
"568" "568" 2022-05-10 "facility" "hatch" NA "tag"
"569" "569" 2022-05-10 "facility" "hatch" NA "tag"
"570" "570" 2022-05-10 "facility" "hatch" NA "tag"
"571" "571" 2022-05-10 "facility" "hatch" NA "tag"
"572" "572" 2022-05-10 "facility" "hatch" NA "tag"
"573" "573" 2022-05-10 "facility" "hatch" NA "tag"
"574" "574" 2022-05-10 "facility" "hatch" NA "tag"
"575" "575" 2022-05-10 "facility" "hatch" NA "tag"
"576" "576" 2022-05-10 "facility" "hatch" NA "tag"
"577" "577" 2022-05-10 "facility" "hatch" NA "tag"
"578" "578" 2022-05-10 "facility" "hatch" NA "tag"
"579" "579" 2022-05-10 "facility" "hatch" NA "tag"
"580" "580" 2022-05-10 "facility" "hatch" NA "tag"
"581" "581" 2022-05-10 "facility" "hatch" NA "tag"
"582" "582" 2022-05-10 "facility" "hatch" NA "tag"
"583" "583" 2022-05-10 "facility" "hatch" NA "tag"
"584" "584" 2022-05-10 "facility" "hatch" NA "tag"
"585" "585" 2022-05-10 "facility" "hatch" NA "tag"
"586" "586" 2022-05-10 "facility" "hatch" NA "tag"
"587" "587" 2022-05-10 "facility" "hatch" NA "tag"
"588" "588" 2022-05-10 "facility" "hatch" NA "tag"
"589" "589" 2022-05-10 "facility" "hatch" NA "tag"
"590" "590" 2022-05-10 "facility" "hatch" NA "tag"
"591" "591" 2022-05-10 "facility" "hatch" NA "tag"
"592" "592" 2022-05-10 "facility" "hatch" NA "tag"
"593" "593" 2022-05-10 "facility" "hatch" NA "tag"
"594" "594" 2022-05-10 "facility" "hatch" NA "tag"
"595" "595" 2022-05-10 "facility" "hatch" NA "tag"
"596" "596" 2022-05-10 "facility" "hatch" NA "tag"
"597" "597" 2022-05-10 "facility" "hatch" NA "tag"
"598" "598" 2022-05-10 "facility" "hatch" NA "tag"
"599" "599" 2022-05-10 "facility" "hatch" NA "tag"
"600" "600" 2022-05-10 "facility" "hatch" NA "tag"
"601" "601" 2022-05-10 "facility" "hatch" NA "tag"
"602" "602" 2022-05-10 "facility" "hatch" NA "tag"
"603" "603" 2022-05-10 "facility" "hatch" NA "tag"
"604" "604" 2022-05-10 "facility" "hatch" NA "tag"
"605" "605" 2022-05-10 "facility" "hatch" NA "tag"
"606" "606" 2022-05-10 "facility" "hatch" NA "tag"
"607" "607" 2022-05-10 "facility" "hatch" NA "tag"
"608" "608" 2022-05-10 "facility" "hatch" NA "tag"
"609" "609" 2022-05-10 "facility" "hatch" NA "tag"
"610" "610" 2022-05-10 "facility" "hatch" NA "tag"
"611" "611" 2022-05-10 "facility" "hatch" NA "tag"
"612" "612" 2022-05-10 "facility" "hatch" NA "tag"
"613" "613" 2022-05-10 "facility" "hatch" NA "tag"
"614" "614" 2022-05-10 "facility" "hatch" NA "tag"
"615" "615" 2022-05-10 "facility" "hatch" NA "tag"
"616" "616" 2022-05-10 "facility" "hatch" NA "tag"
"617" "617" 2022-05-10 "facility" "hatch" NA "tag"
"618" "618" 2022-05-10 "facility" "hatch" NA "tag"
"619" "619" 2022-05-10 "facility" "hatch" NA "tag"
"620" "620" 2022-05-10 "facility" "hatch" NA "tag"
"621" "621" 2022-05-10 "facility" "hatch" NA "tag"
"622" "622" 2022-05-10 "facility" "hatch" NA "tag"
"623" "623" 2022-05-10 "facility" "hatch" NA "tag"
"624" "624" 2022-05-10 "facility" "hatch" NA "tag"
"625" "625" 2022-05-10 "facility" "hatch" NA "tag"
"626" "626" 2022-05-10 "facility" "hatch" NA "tag"
"627" "627" 2022-05-10 "facility" "hatch" NA "tag"
"628" "628" 2022-05-10 "facility" "hatch" NA "tag"
"629" "629" 2022-05-10 "facility" "hatch" NA "tag"
"630" "630" 2022-05-10 "facility" "hatch" NA "tag"
"631" "631" 2022-05-10 "facility" "hatch" NA "tag"
"632" "632" 2022-05-10 "facility" "hatch" NA "tag"
"633" "633" 2022-05-10 "facility" "hatch" NA "tag"
"634" "634" 2022-05-10 "facility" "hatch" NA "tag"
"635" "635" 2022-05-10 "facility" "hatch" NA "tag"
"636" "636" 2022-05-10 "facility" "hatch" NA "tag"
"637" "637" 2022-05-10 "facility" "hatch" NA "tag"
"638" "638" 2022-05-10 "facility" "hatch" NA "tag"
"639" "639" 2022-05-10 "facility" "hatch" NA "tag"
"640" "640" 2022-05-10 "facility" "hatch" NA "tag"
"641" "641" 2022-05-10 "facility" "hatch" NA "tag"
"642" "642" 2022-05-10 "facility" "hatch" NA "tag"
"643" "643" 2022-05-10 "facility" "hatch" NA "tag"
"644" "644" 2022-05-10 "facility" "hatch" NA "tag"
"645" "645" 2022-05-10 "facility" "hatch" NA "tag"
"646" "646" 2022-05-10 "facility" "hatch" NA "tag"
"647" "647" 2022-05-10 "facility" "hatch" NA "tag"
"648" "648" 2022-05-10 "facility" "hatch" NA "tag"
"649" "649" 2022-05-10 "facility" "hatch" NA "tag"
"650" "650" 2022-05-10 "facility" "hatch" NA "tag"
"651" "651" 2022-05-10 "facility" "hatch" NA "tag"
"652" "652" 2022-05-10 "facility" "hatch" NA "tag"
"653" "653" 2022-05-10 "facility" "hatch" NA "tag"
"654" "654" 2022-05-10 "facility" "hatch" NA "tag"
"655" "655" 2022-05-10 "facility" "hatch" NA "tag"
"656" "656" 2022-05-10 "facility" "hatch" NA "tag"
"657" "657" 2022-05-10 "facility" "hatch" NA "tag"
"658" "658" 2022-05-10 "facility" "hatch" NA "tag"
"659" "659" 2022-05-10 "facility" "hatch" NA "tag"
"660" "660" 2022-05-10 "facility" "hatch" NA "tag"
"661" "661" 2022-05-10 "facility" "hatch" NA "tag"
"662" "662" 2022-05-10 "facility" "hatch" NA "tag"
"663" "663" 2022-05-10 "facility" "hatch" NA "tag"
"664" "664" 2022-05-10 "facility" "hatch" NA "tag"
"665" "665" 2022-05-10 "facility" "hatch" NA "tag"
"666" "666" 2022-05-10 "facility" "hatch" NA "tag"
"667" "667" 2022-05-10 "facility" "hatch" NA "tag"
"668" "668" 2022-05-10 "facility" "hatch" NA "tag"
"669" "669" 2022-05-10 "facility" "hatch" NA "tag"
"670" "670" 2022-05-10 "facility" "hatch" NA "tag"
"671" "671" 2022-05-10 "facility" "hatch" NA "tag"
"672" "672" 2022-05-10 "facility" "hatch" NA "tag"
"673" "673" 2022-05-10 "facility" "hatch" NA "tag"
"674" "674" 2022-05-10 "facility" "hatch" NA "tag"
"675" "675" 2022-05-10 "facility" "hatch" NA "tag"
"676" "676" 2022-05-10 "facility" "hatch" NA "tag"
"677" "677" 2022-05-10 "facility" "hatch" NA "tag"
"678" "678" 2022-05-10 "facility" "hatch" NA "tag"
"679" "679" 2022-05-10 "facility" "hatch" NA "tag"
"680" "680" 2022-05-10 "facility" "hatch" NA "tag"
"681" "681" 2022-05-10 "facility" "hatch" NA "tag"
"682" "682" 2022-05-10 "facility" "hatch" NA "tag"
"683" "683" 2022-05-10 "facility" "hatch" NA "tag"
"684" "684" 2022-05-10 "facility" "hatch" NA "tag"
"685" "685" 2022-05-10 "facility" "hatch" NA "tag"
"686" "686" 2022-05-10 "facility" "hatch" NA "tag"
"687" "687" 2022-05-10 "facility" "hatch" NA "tag"
"688" "688" 2022-05-10 "facility" "hatch" NA "tag"
"689" "689" 2022-05-10 "facility" "hatch" NA "tag"
"690" "690" 2022-05-10 "facility" "hatch" NA "tag"
"691" "691" 2022-05-10 "facility" "hatch" NA "tag"
"692" "692" 2022-05-10 "facility" "hatch" NA "tag"
"693" "693" 2022-05-10 "facility" "hatch" NA "tag"
"694" "694" 2022-05-10 "facility" "hatch" NA "tag"
"695" "695" 2022-05-10 "facility" "hatch" NA "tag"
"696" "696" 2022-05-10 "facility" "hatch" NA "tag"
"697" "697" 2022-05-10 "facility" "hatch" NA "tag"
"698" "698" 2022-05-10 "facility" "hatch" NA "tag"
"699" "699" 2022-05-10 "facility" "hatch" NA "tag"
"700" "700" 2022-05-10 "facility" "hatch" NA "tag"
"701" "701" 2022-05-10 "facility" "hatch" NA "tag"
"702" "702" 2022-05-10 "facility" "hatch" NA "tag"
"703" "703" 2022-05-10 "facility" "hatch" NA "tag"
"704" "704" 2022-05-10 "facility" "hatch" NA "tag"
"705" "705" 2022-05-10 "facility" "hatch" NA "tag"
"706" "706" 2022-05-10 "facility" "hatch" NA "tag"
"707" "707" 2022-05-10 "facility" "hatch" NA "tag"
"708" "708" 2022-05-10 "facility" "hatch" NA "tag"
"709" "709" 2022-05-10 "facility" "hatch" NA "tag"
"710" "710" 2022-05-10 "facility" "hatch" NA "tag"
"711" "711" 2022-05-10 "facility" "hatch" NA "tag"
"712" "712" 2022-05-10 "facility" "hatch" NA "tag"
"713" "713" 2022-05-10 "facility" "hatch" NA "tag"
"714" "714" 2022-05-10 "facility" "hatch" NA "tag"
"715" "715" 2022-05-10 "facility" "hatch" NA "tag"
"716" "716" 2022-05-10 "facility" "hatch" NA "tag"
"717" "717" 2022-05-10 "facility" "hatch" NA "tag"
"718" "718" 2022-05-10 "facility" "hatch" NA "tag"
"719" "719" 2022-05-10 "facility" "hatch" NA "tag"
"720" "720" 2022-05-10 "facility" "hatch" NA "tag"
"721" "721" 2022-05-10 "facility" "hatch" NA "tag"
"722" "722" 2022-05-10 "facility" "hatch" NA "tag"
"723" "723" 2022-05-10 "facility" "hatch" NA "tag"
"724" "724" 2022-05-10 "facility" "hatch" NA "tag"
"725" "725" 2022-05-10 "facility" "hatch" NA "tag"
"726" "726" 2022-05-10 "facility" "hatch" NA "tag"
"727" "727" 2022-05-10 "facility" "hatch" NA "tag"
"728" "728" 2022-05-10 "facility" "hatch" NA "tag"
"729" "729" 2022-05-10 "facility" "hatch" NA "tag"
"730" "730" 2022-05-10 "facility" "hatch" NA "tag"
"731" "731" 2022-05-10 "facility" "hatch" NA "tag"
"732" "732" 2022-05-10 "facility" "hatch" NA "tag"
"733" "733" 2022-05-10 "facility" "hatch" NA "tag"
"734" "734" 2022-05-10 "facility" "hatch" NA "tag"
"735" "735" 2022-05-10 "facility" "hatch" NA "tag"
"736" "736" 2022-05-10 "facility" "hatch" NA "tag"
"737" "737" 2022-05-10 "facility" "hatch" NA "tag"
"738" "738" 2022-05-10 "facility" "hatch" NA "tag"
"739" "739" 2022-05-10 "facility" "hatch" NA "tag"
"740" "740" 2022-05-10 "facility" "hatch" NA "tag"
"741" "741" 2022-05-10 "facility" "hatch" NA "tag"
"742" "742" 2022-05-10 "facility" "hatch" NA "tag"
"743" "743" 2022-05-10 "facility" "hatch" NA "tag"
"744" "744" 2022-05-10 "facility" "hatch" NA "tag"
"745" "745" 2022-05-10 "facility" "hatch" NA "tag"
"746" "746" 2022-05-10 "facility" "hatch" NA "tag"
"747" "747" 2022-05-10 "facility" "hatch" NA "tag"
"748" "748" 2022-05-10 "facility" "hatch" NA "tag"
"749" "749" 2022-05-10 "facility" "hatch" NA "tag"
"750" "750" 2022-05-10 "facility" "hatch" NA "tag"
"751" "751" 2022-05-10 "facility" "hatch" NA "tag"
"752" "752" 2022-05-10 "facility" "hatch" NA "tag"
"753" "753" 2022-05-10 "facility" "hatch" NA "tag"
"754" "754" 2022-05-10 "facility" "hatch" NA "tag"
"755" "755" 2022-05-10 "facility" "hatch" NA "tag"
"756" "756" 2022-05-10 "facility" "hatch" NA "tag"
"757" "757" 2022-05-10 "facility" "hatch" NA "tag"
"758" "758" 2022-05-10 "facility" "hatch" NA "tag"
"759" "759" 2022-05-10 "facility" "hatch" NA "tag"
"760" "760" 2022-05-10 "facility" "hatch" NA "tag"
"761" "761" 2022-05-10 "facility" "hatch" NA "tag"
"762" "762" 2022-05-10 "facility" "hatch" NA "tag"
"763" "763" 2022-05-10 "facility" "hatch" NA "tag"
"764" "764" 2022-05-10 "facility" "hatch" NA "tag"
"765" "765" 2022-05-10 "facility" "hatch" NA "tag"
"766" "766" 2022-05-10 "facility" "hatch" NA "tag"
"767" "767" 2022-05-10 "facility" "hatch" NA "tag"
"768" "768" 2022-05-10 "facility" "hatch" NA "tag"
"769" "769" 2022-05-10 "facility" "hatch" NA "tag"
"770" "770" 2022-05-10 "facility" "hatch" NA "tag"
"771" "771" 2022-05-10 "facility" "hatch" NA "tag"
"772" "772" 2022-05-10 "facility" "hatch" NA "tag"
"773" "773" 2022-05-10 "facility" "hatch" NA "tag"
"774" "774" 2022-05-10 "facility" "hatch" NA "tag"
"775" "775" 2022-05-10 "facility" "hatch" NA "tag"
"776" "776" 2022-05-10 "facility" "hatch" NA "tag"
"777" "777" 2022-05-10 "facility" "hatch" NA "tag"
"778" "778" 2022-05-10 "facility" "hatch" NA "tag"
"779" "779" 2022-05-10 "facility" "hatch" NA "tag"
"780" "780" 2022-05-10 "facility" "hatch" NA "tag"
"781" "781" 2022-05-10 "facility" "hatch" NA "tag"
"782" "782" 2022-05-10 "facility" "hatch" NA "tag"
"783" "783" 2022-05-10 "facility" "hatch" NA "tag"
"784" "784" 2022-05-10 "facility" "hatch" NA "tag"
"785" "785" 2022-05-10 "facility" "hatch" NA "tag"
"786" "786" 2022-05-10 "facility" "hatch" NA "tag"
"787" "787" 2022-05-10 "facility" "hatch" NA "tag"
"788" "788" 2022-05-10 "facility" "hatch" NA "tag"
"789" "789" 2022-05-10 "facility" "hatch" NA "tag"
"790" "790" 2022-05-10 "facility" "hatch" NA "tag"
"791" "791" 2022-05-10 "facility" "hatch" NA "tag"
"792" "792" 2022-05-10 "facility" "hatch" NA "tag"
"793" "793" 2022-05-10 "facility" "hatch" NA "tag"
"794" "794" 2022-05-10 "facility" "hatch" NA "tag"
"795" "795" 2022-05-10 "facility" "hatch" NA "tag"
"796" "796" 2022-05-10 "facility" "hatch" NA "tag"
"797" "797" 2022-05-10 "facility" "hatch" NA "tag"
"798" "798" 2022-05-10 "facility" "hatch" NA "tag"
"799" "799" 2022-05-10 "facility" "hatch" NA "tag"
"800" "800" 2022-05-10 "facility" "hatch" NA "tag"
"801" "801" 2022-05-10 "facility" "hatch" NA "tag"
"802" "802" 2022-05-10 "facility" "hatch" NA "tag"
"803" "803" 2022-05-10 "facility" "hatch" NA "tag"
"804" "804" 2022-05-10 "facility" "hatch" NA "tag"
"805" "805" 2022-05-10 "facility" "hatch" NA "tag"
"806" "806" 2022-05-10 "facility" "hatch" NA "tag"
"807" "807" 2022-05-10 "facility" "hatch" NA "tag"
"808" "808" 2022-05-10 "facility" "hatch" NA "tag"
"809" "809" 2022-05-10 "facility" "hatch" NA "tag"
"810" "810" 2022-05-10 "facility" "hatch" NA "tag"
"811" "811" 2022-05-10 "facility" "hatch" NA "tag"
"812" "812" 2022-05-10 "facility" "hatch" NA "tag"
"813" "813" 2022-05-10 "facility" "hatch" NA "tag"
"814" "814" 2022-05-10 "facility" "hatch" NA "tag"
"815" "815" 2022-05-10 "facility" "hatch" NA "tag"
"816" "816" 2022-05-10 "facility" "hatch" NA "tag"
"817" "817" 2022-05-10 "facility" "hatch" NA "tag"
"818" "818" 2022-05-10 "facility" "hatch" NA "tag"
"819" "819" 2022-05-10 "facility" "hatch" NA "tag"
"820" "820" 2022-05-10 "facility" "hatch" NA "tag"
"821" "821" 2022-05-10 "facility" "hatch" NA "tag"
"822" "822" 2022-05-10 "facility" "hatch" NA "tag"
"823" "823" 2022-05-10 "facility" "hatch" NA "tag"
"824" "824" 2022-05-10 "facility" "hatch" NA "tag"
"825" "825" 2022-05-10 "facility" "hatch" NA "tag"
"826" "826" 2022-05-10 "facility" "hatch" NA "tag"
"827" "827" 2022-05-10 "facility" "hatch" NA "tag"
"828" "828" 2022-05-10 "facility" "hatch" NA "tag"
"829" "829" 2022-05-10 "facility" "hatch" NA "tag"
"830" "830" 2022-05-10 "facility" "hatch" NA "tag"
"831" "831" 2022-05-10 "facility" "hatch" NA "tag"
"832" "832" 2022-05-10 "facility" "hatch" NA "tag"
"833" "833" 2022-05-10 "facility" "hatch" NA "tag"
"834" "834" 2022-05-10 "facility" "hatch" NA "tag"
"835" "835" 2022-05-10 "facility" "hatch" NA "tag"
"836" "836" 2022-05-10 "facility" "hatch" NA "tag"
"837" "837" 2022-05-10 "facility" "hatch" NA "tag"
"838" "838" 2022-05-10 "facility" "hatch" NA "tag"
"839" "839" 2022-05-10 "facility" "hatch" NA "tag"
"840" "840" 2022-05-10 "facility" "hatch" NA "tag"
"841" "841" 2022-05-10 "facility" "hatch" NA "tag"
"842" "842" 2022-05-10 "facility" "hatch" NA "tag"
"843" "843" 2022-05-10 "facility" "hatch" NA "tag"
"844" "844" 2022-05-10 "facility" "hatch" NA "tag"
"845" "845" 2022-05-10 "facility" "hatch" NA "tag"
"846" "846" 2022-05-10 "facility" "hatch" NA "tag"
"847" "847" 2022-05-10 "facility" "hatch" NA "tag"
"848" "848" 2022-05-10 "facility" "hatch" NA "tag"
"849" "849" 2022-05-10 "facility" "hatch" NA "tag"
"850" "850" 2022-05-10 "facility" "hatch" NA "tag"
"851" "851" 2022-05-10 "facility" "hatch" NA "tag"
"852" "852" 2022-05-10 "facility" "hatch" NA "tag"
"853" "853" 2022-05-10 "facility" "hatch" NA "tag"
"854" "854" 2022-05-10 "facility" "hatch" NA "tag"
"855" "855" 2022-05-10 "facility" "hatch" NA "tag"
"856" "856" 2022-05-10 "facility" "hatch" NA "tag"
"857" "857" 2022-05-10 "facility" "hatch" NA "tag"
"858" "858" 2022-05-10 "facility" "hatch" NA "tag"
"859" "859" 2022-05-10 "facility" "hatch" NA "tag"
"860" "860" 2022-05-10 "facility" "hatch" NA "tag"
"861" "861" 2022-05-10 "facility" "hatch" NA "tag"
"862" "862" 2022-05-10 "facility" "hatch" NA "tag"
"863" "863" 2022-05-10 "facility" "hatch" NA "tag"
"864" "864" 2022-05-10 "facility" "hatch" NA "tag"
"865" "865" 2022-05-10 "facility" "hatch" NA "tag"
"866" "866" 2022-05-10 "facility" "hatch" NA "tag"
"867" "867" 2022-05-10 "facility" "hatch" NA "tag"
"868" "868" 2022-05-10 "facility" "hatch" NA "tag"
"869" "869" 2022-05-10 "facility" "hatch" NA "tag"
"870" "870" 2022-05-10 "facility" "hatch" NA "tag"
"871" "871" 2022-05-10 "facility" "hatch" NA "tag"
"872" "872" 2022-05-10 "facility" "hatch" NA "tag"
"873" "873" 2022-05-10 "facility" "hatch" NA "tag"
"874" "874" 2022-05-10 "facility" "hatch" NA "tag"
"875" "875" 2022-05-10 "facility" "hatch" NA "tag"
"876" "876" 2022-05-10 "facility" "hatch" NA "tag"
"877" "877" 2022-05-10 "facility" "hatch" NA "tag"
"878" "878" 2022-05-10 "facility" "hatch" NA "tag"
"879" "879" 2022-05-10 "facility" "hatch" NA "tag"
"880" "880" 2022-05-10 "facility" "hatch" NA "tag"
"881" "881" 2022-05-10 "facility" "hatch" NA "tag"
"882" "882" 2022-05-10 "facility" "hatch" NA "tag"
"883" "883" 2022-05-10 "facility" "hatch" NA "tag"
"884" "884" 2022-05-10 "facility" "hatch" NA "tag"
"885" "885" 2022-05-10 "facility" "hatch" NA "tag"
"886" "886" 2022-05-10 "facility" "hatch" NA "tag"
